name,line1,line2,lat_deg,lon_deg,alt_m
SL-16 R/B,1 31793U 07029B   26030.04922935  .00000197  00000+0  12688-3 0  9990,2 31793  70.9730 253.6096 0001838 271.7815 238.2178 14.14823314959907,64.86565397322653,88.65852669515542,854836.433980725
KORONAS-FOTON,1 33504U 09003A   26029.84884997  .00013613  00000+0  31465-3 0  9998,2 33504  82.4328 316.2201 0009303 304.6503  55.3866 15.42320097939754,1.1927685992167247,-161.67030829824236,445703.93374906963
CZ-2C R/B,1 37731U 11030B   26029.90287046  .00002165  00000+0  27892-3 0  9995,2 37731  97.8473 347.9658 0054022 115.8395 310.1402 14.81072705784351,-1.8941829453818912,-128.83731763846544,614729.1400451337
H-2A R/B,1 38341U 12025E   26030.17668154  .00005734  00000+0  52163-3 0  9996,2 38341  98.4658 354.1716 0046473  79.1340 281.5103 14.94824786742462,67.14926801338112,-102.04604516125694,567386.8715660947
SHIJIAN-16 (SJ-16),1 39358U 13057A   26030.21370291  .00001486  00000+0  14821-3 0  9997,2 39358  74.9722 257.9231 0017474 207.4458 152.5809 14.92215382665760,-75.03908012555208,-131.90463371965546,612367.6787509181
SL-4 R/B,1 39679U 14021B   26028.87604674  .00017219  00000+0  39304-3 0  9993,2 39679  51.6052 171.3120 0099034 317.7837  41.5550 15.37932933650142,13.952295374630618,35.18650407931654,516051.5568746224
ALOS-2,1 39766U 14029A   26027.46285272  .00000535  00000+0  78529-4 0  9997,2 39766  97.9188 126.6510 0001467 100.4748 259.6629 14.79473850630778,39.5766540221044,19.081110553612127,635951.232079913
YAOGAN-29,1 41038U 15069A   26030.19981734  .00000420  00000+0  58472-4 0  9995,2 41038  98.0192  58.5202 0002837 101.4934 258.6598 14.82948683550175,-25.154042510102318,125.46523580287224,630656.7365816616
ASTRO-H (HITOMI),1 41337U 16012A   26028.70409979  .00004417  00000+0  26144-3 0  9996,2 41337  30.9987 254.5277 0009931 290.9559  69.0016 15.09706054546182,-22.57512055927812,169.5626264917822,539980.7863474854
HXMT (HUIYAN),1 42758U 17034A   26029.93546119  .00006101  00000+0  31142-3 0  9999,2 42758  43.0122 232.0468 0032271 347.2742  12.7288 15.16947191476659,10.305873622063729,-56.812863976458814,493840.35918137204
CZ-2C R/B,1 43521U 18054D   26028.85409401  .00304841  34292-4  99363-3 0  9999,2 43521  35.1295 218.3426 0013399 276.0136  83.9075 15.89454611422518,-28.73068763544762,140.84580366632153,302775.9807304441
SAOCOM 1A,1 43641U 18076A   26028.92922646  .00000616  00000+0  83849-4 0  9996,2 43641  97.8867 217.6667 0001462  81.3911 278.7468 14.82171821395471,-82.14563146174925,14.961606222436366,651807.7366241576
H-2A R/B,1 43682U 18084L   26030.01918111  .00026225  00000+0  65908-3 0  9994,2 43682  98.8764 239.1913 0026120 156.0634 204.1828 15.39613496399824,-49.74017435184725,-46.79476025397908,482666.4893616142
SAOCOM 1B,1 46265U 20059A   26030.17570498  .00000520  00000+0  71901-4 0  9999,2 46265  97.8862 217.9934 0001363  82.5453 277.5915 14.82150907293041,75.18138277987956,132.56640384389672,634489.4336005972
CSS (TIANHE),1 48274U 21035A   26030.17114422  .00032690  00000+0  37481-3 0  9994,2 48274  41.4674  82.2287 0009087  36.5911 323.5548 15.61350410271591,-21.82947080340115,-9.86357912505422,394672.3924221818
COSMOS 2550,1 48865U 21056A   26026.13240542 -.00000181  00000+0  32270-6 0  9992,2 48865  67.1441 169.6578 0008309 269.8947  90.1255 15.33840202256938,18.896929082000632,31.21585370965071,467686.6780222272
CZ-2C R/B,1 52794U 22058K   26030.03101969  .00034270  00000+0  55194-3 0  9996,2 52794  50.1882 156.7385 0042484  37.2592 323.1312 15.51549357204127,-50.15803763137933,120.83049614322942,448802.1282308722
CZ-2C R/B,1 54039U 22132E   26029.95132299  .00051445  00000+0  66795-3 0  9994,2 54039  97.2950  32.2000 0016914 228.8824 131.0973 15.58499375184336,0.020272850997609854,95.63037001299874,402811.3744887813
GSLV R/B,1 54149U 22138AN  26029.94061131  .00005054  00000+0  44144-3 0  9996,2 54149  87.3842 179.3295 0019585 295.4110  64.5093 14.96467685178136,-57.200161959026985,-121.98278537105443,586642.6732447944
XRISM,1 57800U 23137A   26030.06857993  .00008162  00000+0  47085-3 0  9997,2 57800  31.0005 173.3673 0007978  11.9080 348.1746 15.10995588131943,0.10722880604592855,-126.1103229703026,526330.6248429379
ACS3,1 59588U 24077B   26029.88035588  .00022248  00000+0  18508-1 0  9999,2 59588  97.2280 339.7143 0046875 203.3583 156.5451 13.87964269 88816,38.956915740339156,37.21896376204991,973820.393342219
SZ-21 MODULE,1 66515U 25246C   26030.13432971  .00039582  00000+0  38274-3 0  9996,2 66515  41.4760  80.1708 0003469 256.2180 103.8275 15.65656752 12026,37.42599510003433,-159.53593791344102,375296.57140131935
